id,temp,hum,soil_mois,rain,flow_rate,volume,field_id,timestamp
995,34,43,66.18,0,0,0.01,f1,12/30/2024 14:47
996,0,43,63.64,0,0,0.04,f2,12/30/2024 14:47
997,33.7,43.5,64.81,0,0,0.01,f1,12/30/2024 14:48
998,33.7,43.5,62.46,0,0,0.04,f2,12/30/2024 14:48
999,33.4,43.7,64.42,0,0,0.01,f1,12/30/2024 14:48
1000,33.4,43.7,62.66,0,0,0.04,f2,12/30/2024 14:48
1001,33.3,44.1,64.91,0,0,0.01,f1,12/30/2024 14:49
1002,33.3,44.1,62.56,0,0,0.04,f2,12/30/2024 14:49
1003,33.2,43.5,65.88,0,0,0.01,f1,12/30/2024 14:49
1004,33.2,43.5,63.64,0,0,0.04,f2,12/30/2024 14:49
1005,33.2,44.3,64.42,0,0,0.01,f1,12/30/2024 14:50
1006,33.2,44.3,61.78,0,0,0.04,f2,12/30/2024 14:50
1007,33.2,44.4,65,0,0,0.01,f1,12/30/2024 14:50
1008,33.2,44.4,62.85,0,0,0.04,f2,12/30/2024 14:50
1009,33.3,44.9,63.83,0,0,0.01,f1,12/30/2024 14:51
1010,33.3,44.9,60.7,0,0,0.04,f2,12/30/2024 14:51
1011,33.3,45.1,65.4,0,0,0.01,f1,12/30/2024 14:51
1012,33.3,45.1,63.05,0,0,0.04,f2,12/30/2024 14:51
1013,33.4,45.3,65,0,0,0.01,f1,12/30/2024 14:52
1014,33.4,45.3,61.88,0,0,0.04,f2,12/30/2024 14:52
1015,33.3,44.2,79.67,0,60.67,1.02,f1,12/30/2024 14:52
1016,33.3,44.2,64.03,0,0,0.04,f2,12/30/2024 14:52
1017,32.8,44.6,78.59,0,8.4,1.16,f1,12/30/2024 14:53
1018,32.8,44.6,63.93,0,0,0.04,f2,12/30/2024 14:53
1019,32.8,45.8,78.01,0,0,1.16,f1,12/30/2024 14:53
1020,32.8,45.8,79.96,0,35.47,0.63,f2,12/30/2024 14:53
1021,32.8,45.4,77.42,0,0,1.16,f1,12/30/2024 14:54
1022,32.8,45.4,79.28,0,0,0.63,f2,12/30/2024 14:54
1023,32.8,45.6,77.03,0,0,1.16,f1,12/30/2024 14:54
1024,32.8,45.6,78.98,0,0,0.63,f2,12/30/2024 14:54
1025,33,46.1,77.42,0,0,1.16,f1,12/30/2024 14:55
1026,33,46.1,1.08,0,0,0.63,f2,12/30/2024 14:55
1027,33.2,46,76.44,0,0,1.16,f1,12/30/2024 14:55
1028,33.2,0,80.45,0,77.87,1.93,f2,12/30/2024 14:55
1029,33.5,45.4,75.46,0,0,1.16,f1,12/30/2024 14:56
1030,33.5,45.4,77.91,0,9.6,2.09,f2,12/30/2024 14:56
1031,33.8,45,74,0,0,1.16,f1,12/30/2024 14:56
1032,33.8,45,74.98,0,0,2.09,f2,12/30/2024 14:56
1033,33.9,45.1,73.61,0,0,1.16,f1,12/30/2024 14:57
1034,33.9,45.1,74.29,0,0,2.09,f2,12/30/2024 14:57
1035,33.9,44.7,73.12,0,0,1.16,f1,12/30/2024 14:57
1036,33.9,44.7,72.73,0,0,2.09,f2,12/30/2024 14:57
1037,31,44.9,66.47,0,0,1.16,f1,12/30/2024 15:23
1038,31,44.9,66.28,0,0,2.09,f2,12/30/2024 15:23
1039,30.8,45.8,67.64,0,0,1.16,f1,12/30/2024 15:23
1040,30.8,45.8,68.33,0,0,2.09,f2,12/30/2024 15:23
1041,30.9,45.4,66.57,0,0,1.16,f1,12/30/2024 15:24
1042,30.9,45.4,66.86,0,0,2.09,f2,12/30/2024 15:24
1043,30.9,45.1,65.79,0,0,1.16,f1,12/30/2024 15:24
1044,30.9,45.1,65.79,0,0,2.09,f2,12/30/2024 15:24
1045,31,45.3,66.76,0,0,1.16,f1,12/30/2024 15:25
1046,31,45.3,66.67,0,0,2.09,f2,12/30/2024 15:25
1047,31.1,45.8,65.88,0,0,1.16,f1,12/30/2024 15:25
1048,31.1,45.8,66.76,0,0,2.09,f2,12/30/2024 15:25
1049,31.1,45.6,66.86,0,0,1.16,f1,12/30/2024 15:26
1050,31.1,45.6,67.16,0,0,2.09,f2,12/30/2024 15:26
1051,31,44.9,66.08,0,0,1.16,f1,12/30/2024 15:26
1052,31,44.9,66.47,0,0,2.09,f2,12/30/2024 15:26
1053,31,45.1,65.98,0,0,1.16,f1,12/30/2024 15:27
1054,31,45.1,66.57,0,0,2.09,f2,12/30/2024 15:27
1055,30.9,44.6,66.28,0,0,1.16,f1,12/30/2024 15:27
1056,30.9,44.6,67.45,0,0,2.09,f2,12/30/2024 15:27
1057,30.7,44.3,65.59,0,0,1.16,f1,12/30/2024 15:28
1058,30.7,44.3,65.3,0,0,2.09,f2,12/30/2024 15:28
1059,30.7,44.5,65.98,0,0,1.16,f1,12/30/2024 15:28
1060,30.7,44.5,66.28,0,0,2.09,f2,12/30/2024 15:28
1061,30.7,44.7,66.18,0,0,1.16,f1,12/30/2024 15:29
1062,30.7,44.7,66.18,0,0,2.09,f2,12/30/2024 15:29
1063,30.6,44.7,65.88,0,0,1.16,f1,12/30/2024 15:29
1064,30.6,44.7,66.18,0,0,2.09,f2,12/30/2024 15:29
1065,30.5,45,65.98,0,0,1.16,f1,12/30/2024 15:30
1066,30.5,45,66.57,0,0,2.09,f2,12/30/2024 15:30
1067,30.6,46.3,65.2,0,0,1.16,f1,12/30/2024 15:30
1068,30.6,46.3,65.98,0,0,2.09,f2,12/30/2024 15:30
1069,30.6,46,65.69,0,0,1.16,f1,12/30/2024 15:31
1070,30.6,46,66.57,0,0,2.09,f2,12/30/2024 15:31
1071,30.7,46,64.81,0,0,1.16,f1,12/30/2024 15:31
1072,30.7,46,66.08,0,0,2.09,f2,12/30/2024 15:31
1073,31,45.4,65.2,0,0,1.16,f1,12/30/2024 15:32
1074,31,45.4,66.18,0,0,2.09,f2,12/30/2024 15:32
1075,31,45.2,65,0,0,1.16,f1,12/30/2024 15:33
1076,31,45.2,65.3,0,0,2.09,f2,12/30/2024 15:33
1077,31,44.5,65.59,0,0,1.16,f1,12/30/2024 15:33
1078,31,44.5,66.37,0,0,2.09,f2,12/30/2024 15:33
1079,31,44.4,64.81,0,0,1.16,f1,12/30/2024 15:34
1080,31,44.4,64.71,0,0,2.09,f2,12/30/2024 15:34
1081,31,43.9,64.71,0,0,1.16,f1,12/30/2024 15:34
1082,31,43.9,64.61,0,0,2.09,f2,12/30/2024 15:34
1083,31,43.7,65.2,0,0,1.16,f1,12/30/2024 15:35
1084,31,43.7,65.88,0,0,2.09,f2,12/30/2024 15:35
1085,30.9,44.1,65.59,0,0,1.16,f1,12/30/2024 15:35
1086,30.9,44.1,65.49,0,0,2.09,f2,12/30/2024 15:35
1087,30.8,44.9,65.2,0,0,1.16,f1,12/30/2024 15:36
1088,30.8,44.9,65.4,0,0,2.09,f2,12/30/2024 15:36
1089,30.8,45.2,65.3,0,0,1.16,f1,12/30/2024 15:36
1090,30.8,45.2,65.69,0,0,2.09,f2,12/30/2024 15:36
1091,30.9,45.1,65.59,0,0,1.16,f1,12/30/2024 15:37
1092,30.9,45.1,65.2,0,0,2.09,f2,12/30/2024 15:37
1093,30.9,44.8,65.4,0,0,1.16,f1,12/30/2024 15:37
1094,30.9,44.8,64.52,0,0,2.09,f2,12/30/2024 15:37
1095,30.9,45.3,65.49,0,0,1.16,f1,12/30/2024 15:38
1096,30.9,45.3,64.91,0,0,2.09,f2,12/30/2024 15:38
1097,30.8,45.1,65.2,0,0,1.16,f1,12/30/2024 15:38
1098,30.8,45.1,64.81,0,0,2.09,f2,12/30/2024 15:38
1099,30.9,44.8,64.42,0,0,1.16,f1,12/30/2024 15:39
1100,30.9,44.8,63.73,0,0,2.09,f2,12/30/2024 15:39
1101,30.8,44,65.2,0,0,1.16,f1,12/30/2024 15:39
1102,30.8,44,65.4,0,0,2.09,f2,12/30/2024 15:39
1103,30.7,44.2,65.2,0,0,1.16,f1,12/30/2024 15:40
1104,30.7,44.2,64.71,0,0,2.09,f2,12/30/2024 15:40
1105,30.7,44.2,65.4,0,0,1.16,f1,12/30/2024 15:40
1106,30.7,44.2,65.3,0,0,2.09,f2,12/30/2024 15:40
1107,30.6,44.4,65.98,0,0,1.16,f1,12/30/2024 15:41
1108,30.6,44.4,65.79,0,0,2.09,f2,12/30/2024 15:41
1109,30.5,44.7,64.91,0,0,1.16,f1,12/30/2024 15:41
1110,30.5,44.7,64.61,0,0,2.09,f2,12/30/2024 15:41
1111,30.4,44.8,64.91,0,0,1.16,f1,12/30/2024 15:42
1112,30.4,44.8,64.52,0,0,2.09,f2,12/30/2024 15:42
1113,30.4,45.4,64.91,0,0,1.16,f1,12/30/2024 15:42
1114,30.4,45.4,64.22,0,0,2.09,f2,12/30/2024 15:42
1115,30.6,46.1,64.61,0,0,1.16,f1,12/30/2024 15:43
1116,30.6,46.1,64.22,0,0,2.09,f2,12/30/2024 15:43
1117,30.6,45.4,64.91,0,0,1.16,f1,12/30/2024 15:43
1118,30.6,45.4,64.42,0,0,2.09,f2,12/30/2024 15:43
1119,30.4,43.7,65,0,0,1.16,f1,12/30/2024 15:44
1120,30.4,43.7,64.91,0,0,2.09,f2,12/30/2024 15:44
1121,30.1,44,65.2,0,0,1.16,f1,12/30/2024 15:45
1122,30.1,44,65.2,0,0,2.09,f2,12/30/2024 15:45
1123,29.8,43.9,64.13,0,0,1.16,f1,12/30/2024 15:45
1124,29.8,43.9,63.34,0,0,2.09,f2,12/30/2024 15:45
1125,29.7,44.4,64.71,0,0,1.16,f1,12/30/2024 15:46
1126,29.7,44.4,64.42,0,0,2.09,f2,12/30/2024 15:46
1127,29.6,44.2,65,0,0,1.16,f1,12/30/2024 15:46
1128,29.6,44.2,64.52,0,0,2.09,f2,12/30/2024 15:46
1129,29.6,44.6,64.91,0,0,1.16,f1,12/30/2024 15:47
1130,29.6,44.6,64.32,0,0,2.09,f2,12/30/2024 15:47
1131,29.7,43.9,65.1,0,0,1.16,f1,12/30/2024 15:47
1132,29.7,43.9,64.52,0,0,2.09,f2,12/30/2024 15:47
1133,29.7,43.8,64.81,0,0,1.16,f1,12/30/2024 15:48
1134,29.7,43.8,64.32,0,0,2.09,f2,12/30/2024 15:48
1135,29.5,44.2,64.32,0,0,1.16,f1,12/30/2024 15:48
1136,29.5,44.2,63.25,0,0,2.09,f2,12/30/2024 15:48
1137,29.4,45.1,64.52,0,0,1.16,f1,12/30/2024 15:49
1138,29.4,45.1,64.13,0,0,2.09,f2,12/30/2024 15:49
1139,29.4,44.7,64.91,0,0,1.16,f1,12/30/2024 15:49
1140,29.4,44.7,64.32,0,0,2.09,f2,12/30/2024 15:49
1141,29.3,45.1,64.42,0,0,1.16,f1,12/30/2024 15:50
1142,29.3,45.1,64.03,0,0,2.09,f2,12/30/2024 15:50
1143,29.1,45.2,64.71,0,0,1.16,f1,12/30/2024 15:50
1144,29.1,45.2,64.32,0,0,2.09,f2,12/30/2024 15:50
1145,29.1,45.7,64.22,0,0,1.16,f1,12/30/2024 15:51
1146,29.1,45.7,63.93,0,0,2.09,f2,12/30/2024 15:51
1147,29.1,45.5,65.1,0,0,1.16,f1,12/30/2024 15:51
1148,29.1,45.5,64.91,0,0,2.09,f2,12/30/2024 15:51
1149,29,46.2,63.73,0,0,1.16,f1,12/30/2024 15:52
1150,29,46.2,62.76,0,0,2.09,f2,12/30/2024 15:52
1151,28.9,46.6,64.32,0,0,1.16,f1,12/30/2024 15:52
1152,28.9,46.6,63.73,0,0,2.09,f2,12/30/2024 15:52
1153,28.9,46.5,64.61,0,0,1.16,f1,12/30/2024 15:53
1154,28.9,46.5,64.32,0,0,2.09,f2,12/30/2024 15:53
1155,28.9,46.2,64.32,0,0,1.16,f1,12/30/2024 15:53
1156,28.9,46.2,63.73,0,0,2.09,f2,12/30/2024 15:53
1157,28.9,46.6,64.52,0,0,1.16,f1,12/30/2024 15:54
1158,28.9,46.6,64.32,0,0,2.09,f2,12/30/2024 15:54
1159,28.9,46.9,64.22,0,0,1.16,f1,12/30/2024 15:54
1160,28.9,46.9,63.54,0,0,2.09,f2,12/30/2024 15:54
1161,28.7,46.7,64.32,0,0,1.16,f1,12/30/2024 15:55
1162,28.7,46.7,64.03,0,0,2.09,f2,12/30/2024 15:55
1163,28.7,46.4,63.93,0,0,1.16,f1,12/30/2024 15:55
1164,28.7,46.4,62.76,0,0,2.09,f2,12/30/2024 15:55
1165,28.8,46.9,64.03,0,0,1.16,f1,12/30/2024 15:56
1166,28.8,46.9,63.25,0,0,2.09,f2,12/30/2024 15:56
1167,28.9,47.1,64.03,0,0,1.16,f1,12/30/2024 15:56
1168,28.9,47.1,63.15,0,0,2.09,f2,12/30/2024 15:56
1169,28.9,47,63.93,0,0,1.16,f1,12/30/2024 15:57
1170,28.9,47,63.05,0,0,2.09,f2,12/30/2024 15:57
1171,28.7,46.6,63.83,0,0,1.16,f1,12/30/2024 15:57
1172,28.7,46.6,63.25,0,0,2.09,f2,12/30/2024 15:57
1173,28.6,46.8,64.42,0,0,1.16,f1,12/30/2024 15:58
1174,28.6,46.8,63.73,0,0,2.09,f2,12/30/2024 15:58
1175,28.7,47.7,64.32,0,0,1.16,f1,12/30/2024 15:58
1176,28.7,47.7,63.73,0,0,2.09,f2,12/30/2024 15:58
1177,28.7,46.9,64.22,0,0,1.16,f1,12/30/2024 15:59
1178,28.7,46.9,63.25,0,0,2.09,f2,12/30/2024 15:59
1179,28.6,47.1,63.83,0,0,1.16,f1,12/30/2024 15:59
1180,28.6,47.1,62.76,0,0,2.09,f2,12/30/2024 15:59
1181,28.8,47,63.64,0,0,1.16,f1,12/30/2024 16:00
1182,28.8,47,62.17,0,0,2.09,f2,12/30/2024 16:00
1183,28.8,46.7,63.93,0,0,1.16,f1,12/30/2024 16:00
1184,28.8,46.7,62.37,0,0,2.09,f2,12/30/2024 16:00
1185,28.8,46.7,64.32,0,0,1.16,f1,12/30/2024 16:01
1186,28.8,46.7,63.64,0,0,2.09,f2,12/30/2024 16:01
1187,28.9,46.5,63.15,0,0,1.16,f1,12/30/2024 16:01
1188,28.9,46.5,61.58,0,0,2.09,f2,12/30/2024 16:01
1189,28.9,46.3,64.03,0,0,1.16,f1,12/30/2024 16:02
1190,28.9,46.3,61.88,0,0,2.09,f2,12/30/2024 16:02
1191,28.9,46.4,63.44,0,0,1.16,f1,12/30/2024 16:02
1192,28.9,46.4,61.09,0,0,2.09,f2,12/30/2024 16:02
1193,28.9,46.8,63.73,0,0,1.16,f1,12/30/2024 16:03
1194,28.9,46.8,61.88,0,0,2.09,f2,12/30/2024 16:03
1195,28.9,45.9,63.93,0,0,1.16,f1,12/30/2024 16:03
1196,28.9,45.9,62.46,0,0,2.09,f2,12/30/2024 16:03
1197,28.9,46.2,64.22,0,0,1.16,f1,12/30/2024 16:04
1198,28.9,46.2,63.05,0,0,2.09,f2,12/30/2024 16:04
1199,28.9,46.2,63.54,0,0,1.16,f1,12/30/2024 16:04
1200,28.9,46.2,61.68,0,0,2.09,f2,12/30/2024 16:04
1201,28.9,46.2,63.05,0,0,1.16,f1,12/30/2024 16:05
1202,28.9,46.2,60.61,0,0,2.09,f2,12/30/2024 16:05
1203,28.9,46.7,64.42,0,0,1.16,f1,12/30/2024 16:05
1204,28.9,46.7,62.76,0,0,2.09,f2,12/30/2024 16:05
1205,28.8,47,63.15,0,0,1.16,f1,12/30/2024 16:06
1206,28.8,47,61.58,0,0,2.09,f2,12/30/2024 16:06
1207,28.7,48,63.25,0,0,1.16,f1,12/30/2024 16:06
1208,28.7,48,61.19,0,0,2.09,f2,12/30/2024 16:06
1209,28.7,47.3,63.54,0,0,1.16,f1,12/30/2024 16:07
1210,28.7,47.3,61.49,0,0,2.09,f2,12/30/2024 16:07
1211,28.4,47.5,63.54,0,0,1.16,f1,12/30/2024 16:07
1212,28.4,47.5,61.09,0,0,2.09,f2,12/30/2024 16:07
1213,28.3,47.9,64.03,0,0,1.16,f1,12/30/2024 16:08
1214,28.3,47.9,62.07,0,0,2.09,f2,12/30/2024 16:08
1215,28.3,48.7,63.34,0,0,1.16,f1,12/30/2024 16:08
1216,28.3,48.7,61.09,0,0,2.09,f2,12/30/2024 16:08
1217,28.2,48.2,63.25,0,0,1.16,f1,12/30/2024 16:09
1218,28.2,48.2,61,0,0,2.09,f2,12/30/2024 16:09
1219,28.1,48.4,62.66,0,0,1.16,f1,12/30/2024 16:09
1220,28.1,48.4,60.12,0,0,2.09,f2,12/30/2024 16:09
1221,28,48.7,63.25,0,0,1.16,f1,12/30/2024 16:10
1222,28,48.7,61.29,0,0,2.09,f2,12/30/2024 16:10
1223,28,48.8,63.25,0,0,1.16,f1,12/30/2024 16:10
1224,28,48.8,61.09,0,0,2.09,f2,12/30/2024 16:10
1225,27.9,49.4,63.44,0,0,1.16,f1,12/30/2024 16:11
1226,27.9,49.4,60.8,0,0,2.09,f2,12/30/2024 16:11
1227,27.8,49.5,63.54,0,0,1.16,f1,12/30/2024 16:11
1228,27.8,49.5,61.09,0,0,2.09,f2,12/30/2024 16:11
1229,27.7,50.4,64.61,0,0,1.16,f1,12/30/2024 16:12
1230,27.7,50.4,61.49,0,0,2.09,f2,12/30/2024 16:12
1231,27.7,50.5,63.64,0,0,1.16,f1,12/30/2024 16:12
1232,27.7,50.5,61,0,0,2.09,f2,12/30/2024 16:12
1233,27.7,50.3,63.34,0,0,1.16,f1,12/30/2024 16:13
1234,27.7,50.3,60.12,0,0,2.09,f2,12/30/2024 16:13
1235,27.7,50.9,64.03,0,0,1.16,f1,12/30/2024 16:13
1236,27.7,50.9,61,0,0,2.09,f2,12/30/2024 16:13
1237,27.7,51,63.83,0,0,1.16,f1,12/30/2024 16:14
1238,27.7,51,60.41,0,0,2.09,f2,12/30/2024 16:14
1239,27.7,50.8,63.64,0,0,1.16,f1,12/30/2024 16:14
1240,27.7,50.8,60.51,0,0,2.09,f2,12/30/2024 16:14
1241,27.7,51.1,62.95,0,0,1.16,f1,12/30/2024 16:15
1242,27.7,51.1,59.14,0,0,2.09,f2,12/30/2024 16:15
1243,27.6,51.1,64.22,0,0,1.16,f1,12/30/2024 16:15
1244,27.6,51.1,61.09,0,0,2.09,f2,12/30/2024 16:15
1245,27.7,51.4,63.93,0,0,1.16,f1,12/30/2024 16:16
1246,27.7,51.4,60.9,0,0,2.09,f2,12/30/2024 16:16
1247,27.7,51.2,63.54,0,0,1.16,f1,12/30/2024 16:16
1248,27.7,51.2,60.22,0,0,2.09,f2,12/30/2024 16:16
1249,27.6,52.4,63.34,0,0,1.16,f1,12/30/2024 16:17
1250,27.6,52.4,59.73,0,0,2.09,f2,12/30/2024 16:17
1251,27.6,51.7,63.44,0,0,1.16,f1,12/30/2024 16:17
1252,27.6,51.7,59.92,0,0,2.09,f2,12/30/2024 16:17
1253,27.7,52.6,63.44,0,0,1.16,f1,12/30/2024 16:18
1254,27.7,52.6,60.22,0,0,2.09,f2,12/30/2024 16:18
1255,27.6,52.4,63.15,0,0,1.16,f1,12/30/2024 16:18
1256,27.6,52.4,58.85,0,0,2.09,f2,12/30/2024 16:18
1257,27.6,52.7,63.44,0,0,1.16,f1,12/30/2024 16:19
1258,27.6,52.7,59.73,0,0,2.09,f2,12/30/2024 16:19
1259,27.5,52.5,63.54,0,0,1.16,f1,12/30/2024 16:19
1260,27.5,52.5,59.73,0,0,2.09,f2,12/30/2024 16:19
1261,27.4,52.8,63.25,0,0,1.16,f1,12/30/2024 16:20
1262,27.4,52.8,59.73,0,0,2.09,f2,12/30/2024 16:20
1263,27.3,53.2,63.34,0,0,1.16,f1,12/30/2024 16:20
1264,27.3,53.2,59.73,0,0,2.09,f2,12/30/2024 16:20
1265,27.3,53.5,63.34,0,0,1.16,f1,12/30/2024 16:21
1266,27.3,53.5,59.53,0,0,2.09,f2,12/30/2024 16:21
1267,27.3,53.8,63.64,0,0,1.16,f1,12/30/2024 16:21
1268,27.3,53.8,60.31,0,0,2.09,f2,12/30/2024 16:21
1269,27.3,54.3,63.34,0,0,1.16,f1,12/30/2024 16:22
1270,27.3,54.3,59.63,0,0,2.09,f2,12/30/2024 16:22
1271,27.3,54.2,62.56,0,0,1.16,f1,12/30/2024 16:22
1272,27.3,54.2,58.55,0,0,2.09,f2,12/30/2024 16:22
1273,27.3,54.4,62.46,0,0,1.16,f1,12/30/2024 16:23
1274,27.3,54.4,58.26,0,0,2.09,f2,12/30/2024 16:23
1275,27.2,55.1,62.66,0,0,1.16,f1,12/30/2024 16:23
1276,27.2,55.1,58.06,0,0,2.09,f2,12/30/2024 16:23
1277,27.1,55.4,63.25,0,0,1.16,f1,12/30/2024 16:24
1278,27.1,55.4,59.24,0,0,2.09,f2,12/30/2024 16:24
1279,27.1,55.3,63.73,0,0,1.16,f1,12/30/2024 16:24
1280,27.1,55.3,60.31,0,0,2.09,f2,12/30/2024 16:24
1281,27,55,63.73,0,0,1.16,f1,12/30/2024 16:25
1282,27,55,59.63,0,0,2.09,f2,12/30/2024 16:25
1283,27.1,55.4,63.05,0,0,1.16,f1,12/30/2024 16:25
1284,27.1,55.4,58.26,0,0,2.09,f2,12/30/2024 16:25
1285,27.1,56,62.85,0,0,1.16,f1,12/30/2024 16:26
1286,27.1,56,58.75,0,0,2.09,f2,12/30/2024 16:26
1287,27,56.4,63.64,0,0,1.16,f1,12/30/2024 16:26
1288,27,56.4,59.92,0,0,2.09,f2,12/30/2024 16:26
1289,26.9,56.5,62.27,0,0,1.16,f1,12/30/2024 16:27
1290,26.9,56.5,58.36,0,0,2.09,f2,12/30/2024 16:27
1291,26.8,50.2,62.95,0,0,1.16,f1,12/30/2024 16:27
1292,26.8,50.2,59.14,0,0,2.09,f2,12/30/2024 16:27
1293,26.8,50.7,63.83,0,0,1.16,f1,12/30/2024 16:28
1294,26.8,50.7,60.22,0,0,2.09,f2,12/30/2024 16:28
1295,26.8,50.4,63.05,0,0,1.16,f1,12/30/2024 16:28
1296,26.8,50.4,60.12,0,0,2.09,f2,12/30/2024 16:28
1297,26.9,50.5,62.66,0,0,1.16,f1,12/30/2024 16:29
1298,26.9,50.5,58.65,0,0,2.09,f2,12/30/2024 16:29
1299,26.8,50.8,62.95,0,0,1.16,f1,12/30/2024 16:29
1300,26.8,50.8,58.85,0,0,2.09,f2,12/30/2024 16:29
1301,26.7,50.9,62.56,0,0,1.16,f1,12/30/2024 16:30
1302,26.7,50.9,58.85,0,0,2.09,f2,12/30/2024 16:30
1303,26.6,51,62.66,0,0,1.16,f1,12/30/2024 16:30
1304,26.6,51,58.65,0,0,2.09,f2,12/30/2024 16:30
1305,26.6,51.3,62.85,0,0,1.16,f1,12/30/2024 16:31
1306,26.6,51.3,59.73,0,0,2.09,f2,12/30/2024 16:31
1307,26.5,52.3,62.56,0,0,1.16,f1,12/30/2024 16:31
1308,26.5,52.3,57.67,0,0,2.09,f2,12/30/2024 16:31
1309,26.5,52.5,61.97,0,0,1.16,f1,12/30/2024 16:32
1310,26.5,52.5,58.06,0,0,2.09,f2,12/30/2024 16:32
1311,26.5,52.6,62.37,0,0,1.16,f1,12/30/2024 16:32
1312,26.5,52.6,58.94,0,0,2.09,f2,12/30/2024 16:32
1313,26.5,52.6,63.25,0,0,1.16,f1,12/30/2024 16:33
1314,26.5,52.6,59.73,0,0,2.09,f2,12/30/2024 16:33
1315,26.4,60.1,62.27,0,0,1.16,f1,12/30/2024 16:33
1316,26.4,60.1,58.36,0,0,2.09,f2,12/30/2024 16:33
1317,26.4,60.3,62.27,0,0,1.16,f1,12/30/2024 16:34
1318,26.4,60.3,58.46,0,0,2.09,f2,12/30/2024 16:34
1319,26.5,60.3,61.68,0,0,1.16,f1,12/30/2024 16:34
1320,26.5,60.3,57.18,0,0,2.09,f2,12/30/2024 16:34
1321,26.4,60.8,62.76,0,0,1.16,f1,12/30/2024 16:35
1322,26.4,60.8,59.14,0,0,2.09,f2,12/30/2024 16:35
1323,26.3,61.1,62.17,0,0,1.16,f1,12/30/2024 16:35
1324,26.3,61.1,58.16,0,0,2.09,f2,12/30/2024 16:35
1325,26.4,60.8,62.37,0,0,1.16,f1,12/30/2024 16:36
1326,26.4,60.8,58.75,0,0,2.09,f2,12/30/2024 16:36
1327,26.3,60.7,62.17,0,0,1.16,f1,12/30/2024 16:36
1328,26.3,60.7,57.67,0,0,2.09,f2,12/30/2024 16:36
1329,26.2,61,62.56,0,0,1.16,f1,12/30/2024 16:37
1330,26.2,61,58.75,0,0,2.09,f2,12/30/2024 16:37
1331,26.1,60.9,61.97,0,0,1.16,f1,12/30/2024 16:37
1332,26.1,60.9,58.36,0,0,2.09,f2,12/30/2024 16:37
1333,26.1,60.9,61.29,0,0,1.16,f1,12/30/2024 16:38
1334,26.1,60.9,57.38,0,0,2.09,f2,12/30/2024 16:38
1335,26.1,61.1,61.58,0,0,1.16,f1,12/30/2024 16:38
1336,26.1,61.1,56.89,0,0,2.09,f2,12/30/2024 16:38
1337,26.1,61,61.39,0,0,1.16,f1,12/30/2024 16:39
1338,26.1,61,56.6,0,0,2.09,f2,12/30/2024 16:39
1339,26.1,61.2,61.88,0,0,1.16,f1,12/30/2024 16:39
1340,26.1,61.2,57.87,0,0,2.09,f2,12/30/2024 16:39
1341,26.1,61.2,62.56,0,0,1.16,f1,12/30/2024 16:40
1342,26.1,61.2,58.65,0,0,2.09,f2,12/30/2024 16:40
1343,26,60.9,61.97,0,0,1.16,f1,12/30/2024 16:40
1344,26,60.9,58.06,0,0,2.09,f2,12/30/2024 16:40
1345,26,61.3,61.09,0,0,1.16,f1,12/30/2024 16:41
1346,26,61.3,56.89,0,0,2.09,f2,12/30/2024 16:41
1347,26,61.5,62.46,0,0,1.16,f1,12/30/2024 16:41
1348,26,61.5,58.46,0,0,2.09,f2,12/30/2024 16:41
1349,25.9,62,61.97,0,0,1.16,f1,12/30/2024 16:42
1350,25.9,62,57.87,0,0,2.09,f2,12/30/2024 16:42
1351,25.9,62,62.27,0,0,1.16,f1,12/30/2024 16:42
1352,25.9,62,59.04,0,0,2.09,f2,12/30/2024 16:42
1353,25.9,61.7,62.46,0,0,1.16,f1,12/30/2024 16:43
1354,25.9,61.7,59.14,0,0,2.09,f2,12/30/2024 16:43
1355,25.9,61.7,61.49,0,0,1.16,f1,12/30/2024 16:43
1356,25.9,61.7,57.67,0,0,2.09,f2,12/30/2024 16:43
1357,25.8,62,62.37,0,0,1.16,f1,12/30/2024 16:44
1358,25.8,62,58.94,0,0,2.09,f2,12/30/2024 16:44
1359,25.8,62.7,61.49,0,0,1.16,f1,12/30/2024 16:44
1360,25.8,62.7,57.87,0,0,2.09,f2,12/30/2024 16:44
1361,25.7,62.7,61.39,0,0,1.16,f1,12/30/2024 16:45
1362,25.7,62.7,57.67,0,0,2.09,f2,12/30/2024 16:45
1363,25.7,62.5,61.49,0,0,1.16,f1,12/30/2024 16:45
1364,25.7,62.5,57.67,0,0,2.09,f2,12/30/2024 16:45
1365,25.7,62.7,61.58,0,0,1.16,f1,12/30/2024 16:46
1366,25.7,62.7,57.67,0,0,2.09,f2,12/30/2024 16:46
1367,25.6,63.2,60.51,0,0,1.16,f1,12/30/2024 16:46
1368,25.6,63.2,56.7,0,0,2.09,f2,12/30/2024 16:46
1369,25.6,62.7,61.58,0,0,1.16,f1,12/30/2024 16:47
1370,25.6,62.7,58.06,0,0,2.09,f2,12/30/2024 16:47
1371,25.6,62.5,61.88,0,0,1.16,f1,12/30/2024 16:47
1372,25.6,62.5,57.77,0,0,2.09,f2,12/30/2024 16:47
1373,25.6,62.4,61.68,0,0,1.16,f1,12/30/2024 16:48
1374,25.6,62.4,57.67,0,0,2.09,f2,12/30/2024 16:48
1375,25.6,62.6,61.68,0,0,1.16,f1,12/30/2024 16:48
1376,25.6,62.6,57.58,0,0,2.09,f2,12/30/2024 16:48
